,dist,A,B,C,D,E,F
9008,31948.4979726475,3790.841519007609,3035.076059880868,2162.9596602264246,1407.4497465294803,1011.9232885897093,693.1685253003452
9009,31985.304904635672,3794.194531591607,3037.881005620558,2165.204338044419,1408.8020059636192,1012.8339742905496,693.8691474733288
9010,32022.15424081578,3797.5505099269562,3040.6885436249677,2167.4513453457544,1410.1555646310537,1013.7454795677896,694.5704778022806
9011,32059.046030040598,3800.90945663689,3043.498676289814,2169.700684547933,1411.5104237800767,1014.6578051590116,695.2725170029745
9012,32095.98032121897,3804.2713743469385,3046.3114060130174,2171.9523580709524,1412.866584660171,1015.5709518024624,695.9752657919025
9013,32132.957163316085,3807.636265684958,3049.126735194715,2174.206368337319,1414.2240485220198,1016.4849202370502,696.6787248862831
9014,32169.97660535375,3811.0041332811397,3051.9446662372716,2176.462717772073,1415.5828166175168,1017.3997112023513,697.3828950040619
9015,32207.03869641005,3814.3749797679916,3054.7652015452622,2178.721408802752,1416.94289019975,1018.3153254386077,698.0877768639061
9016,32244.143485619672,3817.7488077803523,3057.5883435254873,2180.982443859419,1418.304270523013,1019.2317636867252,698.7933711852116
9017,32281.291022173846,3821.125619955384,3060.4140945869663,2183.245825374654,1419.6669588428063,1020.1490266882759,699.4996786880994
9018,32318.481355320673,3824.5054189326042,3063.242457140966,2185.511555783576,1421.0309564158365,1021.0671151855047,700.2067000934227
9019,32355.71453436479,3827.8882073538425,3066.073433600953,2187.7796375238145,1422.3962645000183,1021.986029921319,700.9144361227584
9020,32392.990608667642,3831.2739878632647,3068.9070263826356,2190.0500730355357,1423.7628843544696,1022.9057716392944,701.6228874984149
9021,32430.309627647734,3834.6627631073984,3071.7432379039687,2192.3228647614455,1425.1308172395281,1023.8263410836821,702.3320549434329
9022,32467.671640780307,3838.0545357350898,3074.582070585123,2194.5980151467725,1426.5000644167335,1024.7477389993967,703.0419391815801
9023,32505.076697597677,3841.449308397535,3077.423526848513,2196.875526639288,1427.8706271488409,1025.6699661320242,703.7525409373574
9024,32542.52484768914,3844.8470837482673,3080.2676091187886,2199.1554016892997,1429.2425066998148,1026.593023227824,704.4638609359963
9025,32580.01614070134,3848.2478644431903,3083.1143198228497,2201.4376427496677,1430.6157043348442,1027.5169110337258,705.1758999034652
9026,32617.55062633791,3851.651653140534,3085.963661389829,2203.7222522757925,1431.9902213203225,1028.4416302973325,705.8886585664641
9027,32655.12835435974,3855.0584525008835,3088.815636251106,2206.009232725615,1433.3660589238657,1029.3671817669156,706.6021376524251
9028,32692.749374585255,3858.468265187188,3091.6702468403146,2208.2985865596443,1434.7432184143067,1030.2935661914275,707.3163378895209
9029,32730.413736890077,3861.881093864741,3094.5274955933296,2210.5903162409268,1436.1217010616988,1031.2207843204885,708.0312600066557
9030,32768.12149120735,3865.2969412011976,3097.3873849482798,2212.884424235069,1437.5015081373124,1032.1488369043952,708.7469047334711
9031,32805.87268752767,3868.715809866564,3100.2499173455435,2215.1809130102392,1438.8826409136382,1033.0777246941177,709.463272800347
9032,32843.66737589944,3872.137702533232,3103.1150952277653,2217.4797850371715,1440.2651006643978,1034.0074484413078,710.180364938404
9033,32881.505606428516,3875.562621875934,3105.9829210398366,2219.7810427891545,1441.6488886645284,1034.938008898288,710.8981818794974
9034,32919.38742927848,3878.9905705717665,3108.853397228905,2222.0846887420435,1443.0340061901913,1035.8694068180575,711.6167243562229
9035,32957.31289467091,3882.4215513002196,3111.7265262444,2224.390725374276,1444.4204545187838,1036.8016429542995,712.3359931019205
9036,32995.28205288503,3885.8555667431287,3114.602310537994,2226.699155166846,1445.8082349289193,1037.7347180613683,713.0559888506674
9037,33033.29495425807,3889.2926195847094,3117.480752563636,2229.0099806033345,1447.1973487004477,1038.6686328943022,713.7767123372835
9038,33071.35164918518,3892.7327125115435,3120.3618547775263,2231.3232041698866,1448.5877971144405,1039.6033882088136,714.4981642973319
9039,33109.452188119765,3896.1758482126124,3123.2456196381645,2233.638828355245,1449.979581453211,1040.5389847613026,715.2203454671214
9040,33147.59662157316,3899.6220293792535,3126.132049606299,2235.9568556507215,1451.3727030002954,1041.4754233088438,715.9432565837017
9041,33185.7850001149,3903.071258705187,3129.021147144957,2238.2772885502122,1452.767163040463,1042.4127046091928,716.6668983848672
9042,33224.01737437296,3906.523538886529,3131.91291471945,2240.6001295502138,1454.1629628597266,1043.350829420794,717.3912716091623
9043,33262.29379503347,3909.9788726217676,3134.8073547973586,2242.9253811498065,1455.5601037453255,1044.2897985027673,718.1163769958732
9044,33300.61431284098,3913.4372626117815,3137.704469848549,2245.2530458506617,1456.9585869857387,1045.2296126149183,718.8422152850366
9045,33338.97897859848,3916.8987115598316,3140.604262345163,2247.5831261570447,1458.3584138706808,1046.1702725177345,719.5687872174336
9046,33377.38784316767,3920.363222171592,3143.506734761641,2249.915624575833,1459.7595856911119,1047.1117789723937,720.2960935345993
9047,33415.84095746863,3923.8307971551076,3146.4118895746974,2252.2505436164915,1461.1621037392288,1048.0541327407527,721.0241349788139
9048,33454.338372480124,3927.3014392208174,3149.319729263334,2254.587885791094,1462.5659693084651,1048.9973345853537,721.7529122931077
9049,33492.88013923984,3930.775151081583,3152.230256308862,2256.927653614329,1463.9711836935076,1049.9413852694315,722.4824262212659
9050,33531.46630884407,3934.2519354526407,3155.1434731948702,2259.2698496034836,1465.377748190278,1050.886285556901,723.2126775078231
9051,33570.09693244803,3937.7317950516363,3158.0593824072394,2261.614476278461,1466.785664095946,1051.8320362123688,723.9436668980658
9052,33608.77206126581,3941.2147325986116,3160.977986434151,2263.961536161776,1468.1949327089246,1052.7786380011253,724.6753951380331
9053,33647.491746570704,3944.700750816039,3163.899287766101,2266.311031778572,1469.6055553288838,1053.7260916891562,725.4078629745225
9054,33686.25603969487,3948.1898524287735,3166.82328889587,2268.6629656566065,1471.0175332567328,1054.674398043131,726.1410711550819
9055,33725.064992029605,3951.6820401640857,3169.749992318544,2271.017340326253,1472.4308677946306,1055.6235578304088,726.875020428015
9056,33763.91865502562,3955.1773167516694,3172.6794005315246,2273.374158320527,1473.845560245995,1056.5735718190454,727.6097115423851
9057,33802.817080192704,3958.6756849236212,3175.6115160345116,2275.7334221750584,1475.261611915492,1057.5244407777818,728.3451452480107
9058,33841.76031910003,3962.177147414459,3178.5463413295192,2278.095134428113,1476.6790241090391,1058.476165476053,729.0813222954677
9059,33880.74842337615,3965.6817069611093,3181.48387892087,2280.4592976205904,1478.0977981338067,1059.428746683984,729.8182434360892
9060,33919.78144470927,3969.1893663029464,3184.4241313152106,2282.8259142960355,1479.5179352982311,1060.3821851723994,730.5559094219728
9061,33958.859434846956,3972.7001281817406,3187.367101021495,2285.194987000621,1480.9394369119957,1061.3364817128102,731.2943210059709
9062,33997.982445596455,3976.2139953416977,3190.312790550998,2287.5665182831667,1482.3623042860463,1062.291637077427,732.0334789417005
9063,34037.150528824626,3979.730970529441,3193.2612024173104,2289.940510695132,1483.786538732584,1063.24765203915,732.7733839835365
9064,34076.363736458305,3983.2510564940485,3196.212339136368,2292.316966790638,1485.2121415650806,1064.2045273715821,733.5140368866217
9065,34115.622120483924,3986.7742559870053,3199.166203226402,2294.695889126447,1486.6391140982591,1065.1622638490167,734.2554384068578
9066,34154.92573294782,3990.3005717622295,3202.1227972079814,2297.0772802619686,1488.0674576481101,1066.1208622464433,734.99758930091
9067,34194.274625956496,3993.8300065761,3205.0821236040206,2299.461142759285,1489.497173531893,1067.0803233395561,735.7404903262126
9068,34233.66885167627,3997.3625631874097,3208.0441849397457,2301.8474791831227,1490.9282630681255,1068.0406479047401,736.484142240963
9069,34273.10846233365,4000.8982443573987,3211.008983742727,2304.2362921008757,1492.360727576595,1069.0018367190817,737.2285458041242
9070,34312.593510215214,4004.4370528497466,3213.9765225428546,2306.627584082597,1493.794568378354,1069.9638905603642,737.9737017754255
9071,34352.124047668,4007.978991430589,3216.9468038723853,2309.0213577010177,1495.2297867957332,1070.9268102070776,738.7196109153689
9072,34391.70012709917,4011.5240628684955,3219.9198302658933,2311.4176155315326,1496.6663841523248,1071.890596438406,739.4662739852203
9073,34431.3218009762,4015.0722699344815,3222.895604260299,2313.8163601522024,1498.1043617729927,1072.8552500342341,740.2136917470149
9074,34470.98912182729,4018.6236154020376,3225.8741283948766,2316.217594143779,1499.5437209838826,1073.8207717751563,740.9618649635623
9075,34510.7021422409,4022.178102047082,3228.855405211238,2318.6213200896796,1500.984463112404,1074.7871624424606,741.7107943984407
9076,34550.46091486618,4025.735732647998,3231.8394372533467,2321.027540576003,1502.4265894872492,1075.7544228181441,742.4604808159993
9077,34590.26549241282,4029.2965099856165,3234.826227067514,2323.4362581915357,1503.8701014383794,1076.7225536849023,743.210924981359
9078,34630.115927651495,4032.8604368432543,3237.815777202414,2325.8474755277566,1505.3150002970447,1077.6915558261423,743.9621276604188
9079,34670.01227341344,4036.4275160066645,3240.8080902090674,2328.261195178824,1506.7612873957646,1078.6614300259705,744.7140896198463
9080,34709.954582590755,4039.997750264064,3243.8031686408485,2330.6774197415866,1508.2089640683391,1079.632177069198,745.4668116270866
9081,34749.94290813669,4043.571142406161,3246.8010150535106,2333.096151815603,1509.6580316498587,1080.6037977413494,746.2202944503624
9082,34789.97730306529,4047.1476952261078,3249.80163200515,2335.517394003113,1511.108491476688,1081.5762928286492,746.9745388586695
9083,34830.057820451744,4050.7274115195346,3252.8050220562377,2337.9411489090685,1512.560344886476,1082.5496631180322,747.729545621782
9084,34870.18451343232,4054.3102940845406,3255.8111877695924,2340.3674191411133,1514.0135932181613,1083.523909397139,748.485315510251
9085,34910.35743520473,4057.8963457217124,3258.8201317104326,2342.796207309614,1515.4682378119662,1084.4990324543253,749.2418492954099
9086,34950.57663902771,4061.4855692341016,3261.8318564463248,2345.2275160276313,1516.924280009403,1085.4750330786492,749.9991477493696
9087,34990.84217822142,4065.0779674272344,3264.8463645472098,2347.6613479109383,1518.3817211532667,1086.4519120598825,750.7572116450193
9088,35031.15410616762,4068.6735431091433,3267.8636585854147,2350.0977055780345,1519.8405625876526,1087.4296701885075,751.5160417560343
9089,35071.51247630936,4072.2722990903203,3270.8837411356344,2352.536591650129,1521.300805657939,1088.4083082557186,752.2756388568677
9090,35111.91734215135,4075.8742381837515,3273.906614774946,2354.978008751151,1522.762451710799,1089.3878270534199,753.0360037227566
9091,35152.36875725984,4079.479363204902,3276.9322820828042,2357.4219595077466,1524.2255020941973,1090.3682273742274,753.7971371297206
9092,35192.86677526304,4083.0876769717524,3279.9607456410586,2359.8684465493056,1525.6899581574025,1091.349510011477,754.5590398545669
9093,35233.41144985071,4086.699182304752,3282.9920080339343,2362.317472507928,1527.1558212509688,1092.3316757592113,755.3217126748859
9094,35274.00283477447,4090.313882026843,3286.026071848042,2364.7690400184533,1528.6230927267543,1093.3147254121886,756.0851563690519
9095,35314.64098384807,4093.9317789634915,3289.062939672403,2367.223151718462,1530.0917739379145,1094.2986597658883,756.8493717162307
9096,35355.32595094705,4097.552875942635,3292.102614098413,2369.67981024826,1531.561866238906,1095.283479616499,757.6143594963715
9097,35396.0577900091,4101.1771757947245,3295.145097719861,2372.139018250898,1533.0333709854845,1096.2691857609288,758.3801204902127
9098,35436.836555033966,4104.804681352706,3298.1903931329357,2374.600778372165,1534.5062895347057,1097.2557789968002,759.1466554792819
9099,35477.662300083815,4108.435395452047,3301.238502936242,2377.0650932606086,1535.9806232449396,1098.24326012246,759.9139652458998
9100,35518.5350792829,4112.069320930709,3304.289429730767,2379.5319655675157,1537.456373475851,1099.231629936966,760.6820505731735
9101,35559.454946817816,4115.706460629161,3307.343176119903,2382.001397946919,1538.9335415884118,1100.2208892400997,761.4509122450015
9102,35600.421956937804,4119.346817390406,3310.3997447094603,2384.473393055622,1540.4121289449101,1101.2110388323608,762.2205510460798
9103,35641.43616395439,4122.990394059941,3313.4591381076466,2386.9479535531714,1541.8921369089328,1102.2020795149713,762.9909677618917
9104,35682.49762224174,4126.637193485785,3316.5213589250834,2389.425082101875,1543.373566845384,1103.1940120898712,763.7621631787184
9105,35723.60638623659,4130.28721851847,3319.5864097748013,2391.9047813668076,1544.8564201204717,1104.1868373597213,764.5341380836319
9106,35764.76251043862,4133.940472011072,3322.6542932722564,2394.3870540158155,1546.3406981017274,1105.1805561279118,765.3068932645053
9107,35805.966049410046,4137.596956819169,3325.7250120353115,2396.8719027195025,1547.8264021579873,1106.1751691985492,766.0804295100033
